chemicalName, chemical ,air,water ,underground,landfill,surface,offsite,other,totalReleases,facilities
1-2-4-TRICHLOROBENZENE,benzene,7618.487,0.0,0.0,0.0,0.0,522.7,0.0,8141.1865,VEOLIAESTECHNICALSOLUTIONSLLCPORTARTHURFACILITY_CLEANHARBORSELDORADOLLC_DOWCHEMICALCOFREEPORTFACILITY_EVOQUAWATERTECNOLOGIESDARLINGTONFACILITY_ARTESIABULKPLANT-PLS8850-_EAGLEUS2LLC_CLEANHARBORSDEERPARKLLC_INTERSTATECHEMICALCOINC_NEXEOSOLUTIONSLLC_UNIVARUSAINCDORAVILLEFACILITY_UNITEDFUEL-ENERGYCORP_WESTLAKEVINYLSINC_PETROLEUMPRODUCTSSUMMERSVILLEBULKPLANT11_ARICHEMLLC_THEDOWCHEMICALCO-LOUISIANAOPERATIONS_HERITAGETHERMALSERVICES_PETROLEUMPRODUCTSCANTONBULKPLANT12_UNITEDFUEL-ENERGYCORP_FONTAINECOMMERCIALTRAILERINC-FORMERLYTRAILERCO-_SUNCHEMICALCORPCOLORINTERMEDIATES
